ppn,mem,seqlen,trial,AvgRSS,AvgSharedTxt,AvgStack,AvgTotal,AvgUnsharedData,CommandTimed,ExitStatus,FileSysIn,FileSysOut,InvolCtxtSwitch,MajorFaults,MaxRSS,MinorFaults,PageSize,PercentCPU,SignalsDeliv,SocketMsgRecv,SocketMsgSent,Swaps,SystemTime,UserTime,VolCtxtSwitch,WallTime
24,40G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem40G/seqlen10M/trial1/dup -u 50",0,9264,2179432,78,6,6548248,1389503,4096,96%,0,0,0,0,5.12,48.66,92,0:55.44
24,40G,15M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen15M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen15M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem40G/seqlen15M/trial1/dup -u 50",0,9264,3320384,163,6,9624548,2155999,4096,97%,0,0,0,0,7.85,72.40,100,1:22.45
24,40G,20M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen20M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen20M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem40G/seqlen20M/trial1/dup -u 50",0,9264,4467736,165,6,13414464,2895122,4096,94%,0,0,0,0,10.77,91.81,168,1:49.12
24,40G,25M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen25M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen25M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem40G/seqlen25M/trial1/dup -u 50",0,9264,5591792,310,6,16388900,3610923,4096,99%,0,0,0,0,14.28,128.33,137,2:23.37
24,40G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem40G/seqlen30M/trial1/dup -u 50",0,9264,6637016,424,6,19444436,4286621,4096,98%,0,0,0,0,16.15,150.30,172,2:48.59
24,40G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem40G/seqlen35M/trial1/dup -u 50",0,9264,7753112,292,6,22889848,5000226,4096,82%,0,0,0,0,18.17,173.10,553,3:51.22
24,40G,40M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen40M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen40M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem40G/seqlen40M/trial1/dup -u 50",0,9264,8892376,334,6,25586972,5739743,4096,96%,0,0,0,0,22.08,193.23,147,3:42.34
24,40G,5M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen5M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem40G/seqlen5M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem40G/seqlen5M/trial1/dup -u 50",0,9264,1046664,27,6,3204840,655121,4096,98%,0,0,0,0,2.32,20.11,71,0:22.78
24,60G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem60G/seqlen10M/trial1/dup -u 50",0,9264,2179424,161,6,6550296,1387552,4096,90%,0,0,0,0,5.42,50.06,124,1:01.32
24,60G,15M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen15M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen15M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem60G/seqlen15M/trial1/dup -u 50",0,9264,3320384,142,6,9620184,2156983,4096,98%,0,0,0,0,9.36,63.20,107,1:13.95
24,60G,20M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen20M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen20M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem60G/seqlen20M/trial1/dup -u 50",0,9264,4467736,127,6,13415004,2891175,4096,86%,0,0,0,0,10.85,90.89,237,1:57.20
24,60G,25M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen25M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen25M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem60G/seqlen25M/trial1/dup -u 50",0,9264,5591792,284,6,16388900,3610003,4096,98%,0,0,0,0,13.53,127.39,115,2:22.47
24,60G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem60G/seqlen30M/trial1/dup -u 50",0,9264,6637024,238,6,19451544,4284191,4096,98%,0,0,0,0,16.10,153.94,168,2:53.26
24,60G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem60G/seqlen35M/trial1/dup -u 50",0,9264,7753104,760,6,22889848,5000197,4096,98%,0,0,0,0,17.87,153.28,114,2:54.31
24,60G,40M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen40M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen40M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem60G/seqlen40M/trial1/dup -u 50",0,9264,8892384,401,6,25590880,5731802,4096,94%,0,0,0,0,20.77,226.16,333,4:21.79
24,60G,5M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen5M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem60G/seqlen5M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem60G/seqlen5M/trial1/dup -u 50",0,9264,1046656,65,6,3203140,651629,4096,97%,0,0,0,0,2.47,22.25,81,0:25.40
24,90G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem90G/seqlen10M/trial1/dup -u 50",0,9264,2179424,89,6,6543676,1393481,4096,98%,0,0,0,0,5.05,42.67,89,0:48.56
24,90G,15M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen15M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen15M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem90G/seqlen15M/trial1/dup -u 50",0,9264,3320376,179,6,9617956,2155886,4096,99%,0,0,0,0,7.69,72.67,78,1:21.17
24,90G,20M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen20M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen20M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem90G/seqlen20M/trial1/dup -u 50",0,9264,4467736,203,6,13416996,2895749,4096,98%,0,0,0,0,10.87,106.80,91,1:59.10
24,90G,25M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen25M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen25M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem90G/seqlen25M/trial1/dup -u 50",0,9264,5591784,247,6,16388768,3618877,4096,92%,0,0,0,0,13.34,127.38,189,2:32.59
24,90G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem90G/seqlen30M/trial1/dup -u 50",0,9264,6637024,254,6,19449496,4283637,4096,92%,0,0,0,0,16.39,157.51,279,3:08.40
24,90G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem90G/seqlen35M/trial1/dup -u 50",0,9264,7753104,303,6,22887540,5006041,4096,98%,0,0,0,0,18.49,176.22,187,3:17.56
24,90G,40M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen40M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen40M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem90G/seqlen40M/trial1/dup -u 50",0,9264,8892376,227,6,25584924,5740212,4096,98%,0,0,0,0,19.62,189.08,168,3:31.31
24,90G,5M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen5M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn24/mem90G/seqlen5M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn24/mem90G/seqlen5M/trial1/dup -u 50",0,9264,1046656,83,6,3201508,656333,4096,95%,0,0,0,0,2.54,22.66,85,0:26.53
2,10G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem10G/seqlen10M/trial1/dup -u 50",0,9264,2179424,58,6,6543184,1388489,4096,98%,0,0,0,0,5.18,42.77,74,0:48.76
2,10G,15M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen15M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen15M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem10G/seqlen15M/trial1/dup -u 50",0,14176,3320384,235,8,9622644,2204068,4096,86%,0,0,0,0,10.54,73.23,331,1:36.32
2,10G,20M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen20M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen20M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem10G/seqlen20M/trial1/dup -u 50",0,9344,8,176,8,10485952,2611153,4096,95%,0,0,0,0,11.28,40.25,69,0:53.68
2,10G,25M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen25M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen25M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem10G/seqlen25M/trial1/dup -u 50",0,9264,0,73,7,10485952,2527859,4096,97%,0,0,0,0,11.95,23.96,63,0:36.78
2,10G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem10G/seqlen30M/trial1/dup -u 50",0,9264,8,89,7,10485948,2516080,4096,96%,0,0,0,0,13.24,27.93,68,0:42.53
2,10G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem10G/seqlen35M/trial1/dup -u 50",0,9264,8,114,6,10485908,2561530,4096,94%,0,0,0,0,14.14,27.44,78,0:44.16
2,10G,40M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen40M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen40M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem10G/seqlen40M/trial1/dup -u 50",0,9296,8,12895,11,10485936,2576370,4096,98%,0,0,0,0,19.40,27.15,66,0:47.49
2,10G,5M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen5M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem10G/seqlen5M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem10G/seqlen5M/trial1/dup -u 50",0,9264,1046656,96,6,3203516,651212,4096,99%,0,0,0,0,2.36,20.02,73,0:22.51
2,110G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem110G/seqlen10M/trial1/dup -u 50",0,9264,2179432,130,6,6543776,1392941,4096,98%,0,0,0,0,5.27,47.14,83,0:53.15
2,110G,15M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen15M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen15M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem110G/seqlen15M/trial1/dup -u 50",0,9264,3320376,260,6,9622584,2149888,4096,99%,0,0,0,0,7.91,74.66,78,1:22.94
2,110G,20M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen20M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen20M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem110G/seqlen20M/trial1/dup -u 50",0,9264,4467728,193,6,13415004,2892699,4096,99%,0,0,0,0,10.61,97.36,92,1:48.97
2,110G,25M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen25M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen25M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem110G/seqlen25M/trial1/dup -u 50",0,9264,5591792,354,6,16390436,3616058,4096,92%,0,0,0,0,12.71,132.75,266,2:37.67
2,110G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem110G/seqlen30M/trial1/dup -u 50",0,9264,6637024,475,6,19449112,4286487,4096,98%,0,0,0,0,15.40,151.16,141,2:48.27
2,110G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem110G/seqlen35M/trial1/dup -u 50",0,9264,7753112,337,6,22889464,5005568,4096,98%,0,0,0,0,18.96,184.82,185,3:27.25
2,110G,40M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen40M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen40M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem110G/seqlen40M/trial1/dup -u 50",0,9264,8892384,461,6,25587556,5734155,4096,99%,0,0,0,0,20.50,216.09,135,3:58.39
2,110G,5M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen5M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem110G/seqlen5M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem110G/seqlen5M/trial1/dup -u 50",0,9264,1046664,110,6,3207332,651157,4096,96%,0,0,0,0,2.79,22.14,74,0:25.82
2,20G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem20G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn2/mem20G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem20G/seqlen10M/trial1/dup -u 50",0,9264,2179432,117,6,6543324,1390017,4096,98%,0,0,0,0,5.28,48.86,85,0:55.12
